Entry	Entry name	Gene names
A0A804HK11	A0A804HK11_HUMAN	BSCL2
A0A804HK83	A0A804HK83_HUMAN	BSCL2
A0A804HKZ9	A0A804HKZ9_HUMAN	BSCL2
B1PWS6	B1PWS6_HUMAN	BSCL2
E9PIU3	E9PIU3_HUMAN	BSCL2
E9PJK0	E9PJK0_HUMAN	BSCL2
E9PJS9	E9PJS9_HUMAN	BSCL2
E9PPN5	E9PPN5_HUMAN	BSCL2
E9PR78	E9PR78_HUMAN	BSCL2
E9PRU2	E9PRU2_HUMAN	BSCL2
E9PSB5	E9PSB5_HUMAN	BSCL2
F8W7Q8	F8W7Q8_HUMAN	BSCL2
F8WER0	F8WER0_HUMAN	BSCL2
H7BXM1	H7BXM1_HUMAN	BSCL2
H7BYY0	H7BYY0_HUMAN	BSCL2
H7C2D5	H7C2D5_HUMAN	BSCL2
J3KQ12	J3KQ12_HUMAN	BSCL2 hCG_2020143
A6QL63	BTBDB_HUMAN	BTBD11
C9JV03	C9JV03_HUMAN	BTBD11
H0YHR1	H0YHR1_HUMAN	BTBD11
Q32M84	BTBDG_HUMAN	BTBD16 C10orf87
O60566	BUB1B_HUMAN	BUB1B BUBR1 MAD3L SSK1
D6PW95	D6PW95_HUMAN	BUB1B
H0YMK5	H0YMK5_HUMAN	BUB1B
H0YN44	H0YN44_HUMAN	BUB1B
Q8IYJ2	CJ067_HUMAN	C10orf67 LINC01552
A0A1B0GUT5	A0A1B0GUT5_HUMAN	C10orf67
A0A3B3IRX4	A0A3B3IRX4_HUMAN	C10orf67
A0A6E1W0W4	A0A6E1W0W4_HUMAN	C10orf67
A0A6E2AE84	A0A6E2AE84_HUMAN	C10orf67
Q5SXQ8	Q5SXQ8_HUMAN	C10orf67
Q9H6J7	CK049_HUMAN	C11orf49
E9PI12	E9PI12_HUMAN	C11orf49
E9PI28	E9PI28_HUMAN	C11orf49
E9PQA0	E9PQA0_HUMAN	C11orf49
E9PQS2	E9PQS2_HUMAN	C11orf49
H0YDE7	H0YDE7_HUMAN	C11orf49
H0YDJ0	H0YDJ0_HUMAN	C11orf49
A6NJI1	CK086_HUMAN	C11orf86
A0A804HHS3	A0A804HHS3_HUMAN	C11orf86
A0A1B0GVM6	CK097_HUMAN	C11orf97
Q9NQ89	CL004_HUMAN	C12orf4
F5GXX6	F5GXX6_HUMAN	C12orf4
F5H271	F5H271_HUMAN	C12orf4
F5H744	F5H744_HUMAN	C12orf4
H0YGS6	H0YGS6_HUMAN	C12orf4
Q8N812	CL076_HUMAN	C12orf76
A0A087WX00	A0A087WX00_HUMAN	C12orf76
A0A0B4J261	A0A0B4J261_HUMAN	C12orf76
A0A494C145	A0A494C145_HUMAN	C12orf76
Q96GX8	CP074_HUMAN	C16orf74
R4GMV5	R4GMV5_HUMAN	C16orf74
R4GMY0	R4GMY0_HUMAN	C16orf74
R4GN89	R4GN89_HUMAN	C16orf74
R4GNJ3	R4GNJ3_HUMAN	C16orf74
Q6UX73	CP089_HUMAN	C16orf89 UNQ904/PRO1925
A0A0A0MT71	A0A0A0MT71_HUMAN	C16orf89
A6NNT2	CP096_HUMAN	C16orf96
Q8WW18	CQ050_HUMAN	C17orf50
A0A075B7C2	A0A075B7C2_HUMAN	C17orf50
A0A075B7E2	A0A075B7E2_HUMAN	C17orf50
Q0P5P2	CQ067_HUMAN	C17orf67
Q68DL7	CR063_HUMAN	C18orf63
Q9BXJ1	C1QT1_HUMAN	C1QTNF1 CTRP1 UNQ310/PRO353
A0A0C4DFP7	A0A0C4DFP7_HUMAN	C1QTNF1
A0A3B0J271	A0A3B0J271_HUMAN	ADIP C1QTNF1 hCG_27982
O95561	CA105_HUMAN	C1orf105
E9PLC3	E9PLC3_HUMAN	C1orf105
H0YCE4	H0YCE4_HUMAN	C1orf105
Q5R3C7	Q5R3C7_HUMAN	C1orf105
Q8N9H9	CA127_HUMAN	C1orf127
B7ZLG7	B7ZLG7_HUMAN	C1orf127
B7ZLG8	B7ZLG8_HUMAN	C1orf127
B7ZLG9	B7ZLG9_HUMAN	C1orf127
G8JLG8	G8JLG8_HUMAN	C1orf127
H0YBK5	H0YBK5_HUMAN	C1orf127
H3BM07	H3BM07_HUMAN	C1orf127
K7EPZ7	K7EPZ7_HUMAN	C1orf127
Q5VU69	CP141_HUMAN	CFAP141 C1orf189
Q8NBC4	CT203_HUMAN	C20orf203
Q9GZN8	CT027_HUMAN	C20orf27
H7BYU9	H7BYU9_HUMAN	C20orf27
Q9NUD7	CT096_HUMAN	C20orf96
B7ZML9	B7ZML9_HUMAN	C20orf96
F5GZA9	F5GZA9_HUMAN	C20orf96
Q5JYC3	Q5JYC3_HUMAN	C20orf96
Q0P641	CB080_HUMAN	C2orf80
C9J2L1	C9J2L1_HUMAN	C2orf80
C9J2S2	C9J2S2_HUMAN	C2orf80
C9JAS9	C9JAS9_HUMAN	C2orf80
C9JTX0	C9JTX0_HUMAN	C2orf80
H7BZF5	H7BZF5_HUMAN	C2orf80
H7C2Y3	H7C2Y3_HUMAN	C2orf80
A0A1B0GVN3	CB092_HUMAN	C2orf92 LINC01125
A0A1B0GTH1	A0A1B0GTH1_HUMAN	C2orf92
A0A1B0GTX5	A0A1B0GTX5_HUMAN	C2orf92
A0A1B0GUD5	A0A1B0GUD5_HUMAN	C2orf92
A0A1B0GUG7	A0A1B0GUG7_HUMAN	C2orf92
A0A1B0GUK5	A0A1B0GUK5_HUMAN	C2orf92
A0A1B0GV62	A0A1B0GV62_HUMAN	C2orf92
A0A1B0GVE2	A0A1B0GVE2_HUMAN	C2orf92
A0A1B0GVP0	A0A1B0GVP0_HUMAN	C2orf92
A0A1B0GVT1	A0A1B0GVT1_HUMAN	C2orf92
A0A1B0GW71	A0A1B0GW71_HUMAN	C2orf92
A0A1B0GW88	A0A1B0GW88_HUMAN	C2orf92
A0A1B0GWB7	A0A1B0GWB7_HUMAN	C2orf92
A0A1B0GWI3	A0A1B0GWI3_HUMAN	C2orf92
A0A1B0GWK3	A0A1B0GWK3_HUMAN	C2orf92
Q9HBI5	CC014_HUMAN	C3orf14 HT021
A0A024R330	A0A024R330_HUMAN	C3orf14 hCG_23836
C9JY17	C9JY17_HUMAN	C3orf14
Q5BVD1	TTMP_HUMAN	TTMP C3orf52
H7C5J7	H7C5J7_HUMAN	C3orf52
Q6ZRC1	CD050_HUMAN	C4orf50
A0A1W2PRI9	A0A1W2PRI9_HUMAN	C4orf50
E9PNW5	E9PNW5_HUMAN	C4orf50
P01031	CO5_HUMAN	C5 CPAMD4
U6BZC6	U6BZC6_HUMAN	C5
Q8N865	CG031_HUMAN	C7orf31
A0A024RA13	A0A024RA13_HUMAN	C7orf31 hCG_39028
C9J431	C9J431_HUMAN	C7orf31
C9JF06	C9JF06_HUMAN	C7orf31
C9JTB1	C9JTB1_HUMAN	C7orf31
Q9BRJ6	CG050_HUMAN	C7orf50 FP15621
C9JQV0	C9JQV0_HUMAN	C7orf50
H7C0T1	H7C0T1_HUMAN	C7orf50
H7C2R9	H7C2R9_HUMAN	C7orf50
Q8TAS9	Q8TAS9_HUMAN	C7orf50 hCG_1993407
Q49A92	CH034_HUMAN	C8orf34
A0A2P0CTR9	A0A2P0CTR9_HUMAN	C8orf34
E5RJD9	E5RJD9_HUMAN	C8orf34
A6NGG3	CI092_HUMAN	C9orf92
Q9NS85	CAH10_HUMAN	CA10 hucep-15 UNQ533/PRO1076
A0PJH9	A0PJH9_HUMAN	CA10
I3L0J7	I3L0J7_HUMAN	CA10
I3L375	I3L375_HUMAN	CA10
I3NI54	I3NI54_HUMAN	CA10
P35218	CAH5A_HUMAN	CA5A CA5
A0A3B3IRX9	A0A3B3IRX9_HUMAN	CA5A
A0A3B3ITA6	A0A3B3ITA6_HUMAN	CA5A
A0A3B3ITU9	A0A3B3ITU9_HUMAN	CA5A
Q8WTZ4	CA5BL_HUMAN	CA5BP1 CA5B CA5BL
Q9Y2D0	CAH5B_HUMAN	CA5B
A0A024RBW9	A0A024RBW9_HUMAN	CA5B hCG_1982002
C9IZP3	C9IZP3_HUMAN	CA5B
C9JA11	C9JA11_HUMAN	CA5B
H7C4G3	H7C4G3_HUMAN	CA5B
P35219	CAH8_HUMAN	CA8 CALS
Q8IVU9	CBCO1_HUMAN	CABCOCO1 C10orf107
A0A7I2UT39	A0A7I2UT39_HUMAN	CABCOCO1 C10orf107 hCG_41369
H0Y3I3	H0Y3I3_HUMAN	CABCOCO1
Q9Y6J0	CABIN_HUMAN	CABIN1 KIAA0330
A0A024R1E5	A0A024R1E5_HUMAN	CABIN1 hCG_41092
A0A087WWW8	A0A087WWW8_HUMAN	CABIN1
B5MEB3	B5MEB3_HUMAN	CABIN1 hCG_41092
C9J068	C9J068_HUMAN	CABIN1
C9JT60	C9JT60_HUMAN	CABIN1
Q05C66	Q05C66_HUMAN	CABIN1
Q8TDN4	CABL1_HUMAN	CABLES1 CABLES
A0A024RC20	A0A024RC20_HUMAN	CABLES1 hCG_37757
A0A0G2JLG8	A0A0G2JLG8_HUMAN	CABLES1
J3QRY5	J3QRY5_HUMAN	CABLES1
V9GYB4	V9GYB4_HUMAN	CABLES1
O00555	CAC1A_HUMAN	CACNA1A CACH4 CACN3 CACNL1A4
A0A087WW63	A0A087WW63_HUMAN	CACNA1A
A0A1B0GTG6	A0A1B0GTG6_HUMAN	CACNA1A
A0A1B0GTI4	A0A1B0GTI4_HUMAN	CACNA1A
A0A1B0GTN7	A0A1B0GTN7_HUMAN	CACNA1A
A0A1B0GTW2	A0A1B0GTW2_HUMAN	CACNA1A
A0A1B0GU74	A0A1B0GU74_HUMAN	CACNA1A
A0A1B0GU81	A0A1B0GU81_HUMAN	CACNA1A
A0A1B0GUE5	A0A1B0GUE5_HUMAN	CACNA1A
A0A1B0GUM7	A0A1B0GUM7_HUMAN	CACNA1A
A0A1B0GUP3	A0A1B0GUP3_HUMAN	CACNA1A
A0A1B0GUS3	A0A1B0GUS3_HUMAN	CACNA1A
A0A1B0GVD8	A0A1B0GVD8_HUMAN	CACNA1A
A0A1B0GVX1	A0A1B0GVX1_HUMAN	CACNA1A
A0A1C7CYY9	A0A1C7CYY9_HUMAN	CACNA1A
A0A384DVW2	A0A384DVW2_HUMAN	CACNA1A
A0A590UJK2	A0A590UJK2_HUMAN	CACNA1A
B3SZS3	B3SZS3_HUMAN	CACNA1A
B5TYJ1	B5TYJ1_HUMAN	CACNA1A
I3L2V5	I3L2V5_HUMAN	CACNA1A
I3L391	I3L391_HUMAN	CACNA1A
K7EIF8	K7EIF8_HUMAN	CACNA1A
K7EKF7	K7EKF7_HUMAN	CACNA1A
K7EQ95	K7EQ95_HUMAN	CACNA1A
O95387	O95387_HUMAN	CACNA1A
Q9NS89	Q9NS89_HUMAN	CACNA1A
Q9UHM9	Q9UHM9_HUMAN	CACNA1A
Q9UN69	Q9UN69_HUMAN	CACNA1A
Q01668	CAC1D_HUMAN	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2
A0A1B0GTN0	A0A1B0GTN0_HUMAN	CACNA1D
A0A1B0GTP8	A0A1B0GTP8_HUMAN	CACNA1D
A0A1B0GU49	A0A1B0GU49_HUMAN	CACNA1D
A0A1B0GUB6	A0A1B0GUB6_HUMAN	CACNA1D
A0A1B0GUH2	A0A1B0GUH2_HUMAN	CACNA1D
A0A1B0GUN6	A0A1B0GUN6_HUMAN	CACNA1D
A0A1B0GVI2	A0A1B0GVI2_HUMAN	CACNA1D
A0A1B0GW98	A0A1B0GW98_HUMAN	CACNA1D
A0A1B0GWE1	A0A1B0GWE1_HUMAN	CACNA1D
A0A1B0GWF7	A0A1B0GWF7_HUMAN	CACNA1D
A0A1W2PQ56	A0A1W2PQ56_HUMAN	CACNA1D
A0A5F9Z6M3	A0A5F9Z6M3_HUMAN	CACNA1D
A0A7G9IPG1	A0A7G9IPG1_HUMAN	CACNA1D
H7C4S8	H7C4S8_HUMAN	CACNA1D
Q59GD8	Q59GD8_HUMAN	CACNA1D
Q9P0X4	CAC1I_HUMAN	CACNA1I KIAA1120
Q13698	CAC1S_HUMAN	CACNA1S CACH1 CACN1 CACNL1A3
A0A7P0T8M7	A0A7P0T8M7_HUMAN	CACNA1S
A0A7P0TB53	A0A7P0TB53_HUMAN	CACNA1S
A0A7P0TBJ5	A0A7P0TBJ5_HUMAN	CACNA1S
A0A7P0TBR2	A0A7P0TBR2_HUMAN	CACNA1S
A0A7P0Z433	A0A7P0Z433_HUMAN	CACNA1S
B1ALM3	B1ALM3_HUMAN	CACNA1S
P54289	CA2D1_HUMAN	CACNA2D1 CACNL2A CCHL2A MHS3
E7ERK3	E7ERK3_HUMAN	CACNA2D1
H0Y715	H0Y715_HUMAN	CACNA2D1
O95026	O95026_HUMAN	CACNA2D1
Q9UDL7	Q9UDL7_HUMAN	CACNA2D1
Q9UDU5	Q9UDU5_HUMAN	CACNA2D1
Q9UIU0	Q9UIU0_HUMAN	CACNA2D1
Q9NY47	CA2D2_HUMAN	CACNA2D2 KIAA0558
C9JE82	C9JE82_HUMAN	CACNA2D2
C9JVC9	C9JVC9_HUMAN	CACNA2D2
L0R6E1	L0R6E1_HUMAN	CACNA2D2
Q8IZS8	CA2D3_HUMAN	CACNA2D3
B4DSF6	B4DSF6_HUMAN	CACNA2D3
C9JAV5	C9JAV5_HUMAN	CACNA2D3
F8WAV4	F8WAV4_HUMAN	CACNA2D3
Q08289	CACB2_HUMAN	CACNB2 CACNLB2 MYSB
A0A087WUH4	A0A087WUH4_HUMAN	CACNB2
A0A087WVX5	A0A087WVX5_HUMAN	CACNB2
A0A087WWJ0	A0A087WWJ0_HUMAN	CACNB2
A0A2R8Y555	A0A2R8Y555_HUMAN	CACNB2
A0A2R8Y7A6	A0A2R8Y7A6_HUMAN	CACNB2
A0A2R8YFX9	A0A2R8YFX9_HUMAN	CACNB2
A0A2U3TZM7	A0A2U3TZM7_HUMAN	CACNB2
A0A494C044	A0A494C044_HUMAN	CACNB2
A0A494C0B2	A0A494C0B2_HUMAN	CACNB2
A0A494C0C3	A0A494C0C3_HUMAN	CACNB2
A0A494C0Z9	A0A494C0Z9_HUMAN	CACNB2
A0A494C184	A0A494C184_HUMAN	CACNB2
A0A494C1Q6	A0A494C1Q6_HUMAN	CACNB2
A6PVM6	A6PVM6_HUMAN	CACNB2
Q6TME0	Q6TME0_HUMAN	CACNB2
O00305	CACB4_HUMAN	CACNB4 CACNLB4
A0A1B0GTA9	A0A1B0GTA9_HUMAN	CACNB4
A0A1B0GTF6	A0A1B0GTF6_HUMAN	CACNB4
A0A1B0GTH0	A0A1B0GTH0_HUMAN	CACNB4
A0A1B0GTK1	A0A1B0GTK1_HUMAN	CACNB4
A0A1B0GTL1	A0A1B0GTL1_HUMAN	CACNB4
A0A1B0GTN2	A0A1B0GTN2_HUMAN	CACNB4
A0A1B0GTN8	A0A1B0GTN8_HUMAN	CACNB4
A0A1B0GTP5	A0A1B0GTP5_HUMAN	CACNB4
A0A1B0GTP6	A0A1B0GTP6_HUMAN	CACNB4
A0A1B0GTS4	A0A1B0GTS4_HUMAN	CACNB4
A0A1B0GTX2	A0A1B0GTX2_HUMAN	CACNB4
A0A1B0GTX6	A0A1B0GTX6_HUMAN	CACNB4
A0A1B0GTX8	A0A1B0GTX8_HUMAN	CACNB4
A0A1B0GU05	A0A1B0GU05_HUMAN	CACNB4
A0A1B0GU07	A0A1B0GU07_HUMAN	CACNB4
A0A1B0GU32	A0A1B0GU32_HUMAN	CACNB4
A0A1B0GU42	A0A1B0GU42_HUMAN	CACNB4
A0A1B0GU53	A0A1B0GU53_HUMAN	CACNB4
A0A1B0GUI5	A0A1B0GUI5_HUMAN	CACNB4
A0A1B0GUI8	A0A1B0GUI8_HUMAN	CACNB4
A0A1B0GUJ7	A0A1B0GUJ7_HUMAN	CACNB4
A0A1B0GUK3	A0A1B0GUK3_HUMAN	CACNB4
A0A1B0GUK4	A0A1B0GUK4_HUMAN	CACNB4
A0A1B0GUM9	A0A1B0GUM9_HUMAN	CACNB4
A0A1B0GUU5	A0A1B0GUU5_HUMAN	CACNB4
A0A1B0GUU8	A0A1B0GUU8_HUMAN	CACNB4
A0A1B0GUW8	A0A1B0GUW8_HUMAN	CACNB4
A0A1B0GV16	A0A1B0GV16_HUMAN	CACNB4
A0A1B0GVB2	A0A1B0GVB2_HUMAN	CACNB4
A0A1B0GVF0	A0A1B0GVF0_HUMAN	CACNB4
A0A1B0GVG1	A0A1B0GVG1_HUMAN	CACNB4
A0A1B0GVP7	A0A1B0GVP7_HUMAN	CACNB4
A0A1B0GVT6	A0A1B0GVT6_HUMAN	CACNB4
A0A1B0GVU5	A0A1B0GVU5_HUMAN	CACNB4
A0A1B0GW58	A0A1B0GW58_HUMAN	CACNB4
A0A1B0GW63	A0A1B0GW63_HUMAN	CACNB4
A0A1B0GW81	A0A1B0GW81_HUMAN	CACNB4
A0A1B0GWF9	A0A1B0GWF9_HUMAN	CACNB4
A0A1B0GWG5	A0A1B0GWG5_HUMAN	CACNB4
A0A1B0GXG0	A0A1B0GXG0_HUMAN	CACNB4
A0A1C7CYX2	A0A1C7CYX2_HUMAN	CACNB4
C9J224	C9J224_HUMAN	CACNB4
E7DBM8	E7DBM8_HUMAN	CACNB4
E7EN11	E7EN11_HUMAN	CACNB4
H0Y476	H0Y476_HUMAN	CACNB4
Q53S65	Q53S65_HUMAN	CACNB4
Q580I4	Q580I4_HUMAN	CACNB4
Q9NZA2	Q9NZA2_HUMAN	CACNB4
Q8WUQ7	CATIN_HUMAN	CACTIN C19orf29
K7EIU6	K7EIU6_HUMAN	CACTIN
K7EMQ0	K7EMQ0_HUMAN	CACTIN
K7ENY9	K7ENY9_HUMAN	CACTIN
K7EQE3	K7EQE3_HUMAN	CACTIN
Q86Y37	CACL1_HUMAN	CACUL1 C10orf46 CAC1
Q9BY67	CADM1_HUMAN	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
A0A087X0T8	A0A087X0T8_HUMAN	CADM1
A0A087X1W8	A0A087X1W8_HUMAN	CADM1
A0A0A0MTJ8	A0A0A0MTJ8_HUMAN	CADM1
A0A4Z1	A0A4Z1_HUMAN	CADM1
F5H0H5	F5H0H5_HUMAN	CADM1
F5H125	F5H125_HUMAN	CADM1
F5H372	F5H372_HUMAN	CADM1
F5H8J9	F5H8J9_HUMAN	CADM1
H0YG94	H0YG94_HUMAN	CADM1
H1ZZW3	H1ZZW3_HUMAN	CADM1
H1ZZW4	H1ZZW4_HUMAN	CADM1
H1ZZW5	H1ZZW5_HUMAN	CADM1
H1ZZW6	H1ZZW6_HUMAN	CADM1
X5D7A8	X5D7A8_HUMAN	CADM1
X5D8W0	X5D8W0_HUMAN	CADM1
X5DNF2	X5DNF2_HUMAN	CADM1
X5DQR8	X5DQR8_HUMAN	CADM1
X5DQS5	X5DQS5_HUMAN	CADM1
Q8N3J6	CADM2_HUMAN	CADM2 IGSF4D NECL3
G3XHN4	G3XHN4_HUMAN	CADM2
Q8TC20	CAGE1_HUMAN	CAGE1 CTAG3
A0A024R007	A0A024R007_HUMAN	CAGE1 hCG_1784143
D6R9A7	D6R9A7_HUMAN	CAGE1
D6RCC6	D6RCC6_HUMAN	CAGE1
E7EUJ7	E7EUJ7_HUMAN	CAGE1
P22676	CALB2_HUMAN	CALB2 CAB29
A6NER6	A6NER6_HUMAN	CALB2 hCG_2011413
H3BMN5	H3BMN5_HUMAN	CALB2
H3BN14	H3BN14_HUMAN	CALB2
Q05682	CALD1_HUMAN	CALD1 CAD CDM
A0A140VKA0	A0A140VKA0_HUMAN	CALD1 hCG_17453
A0A6Q8PGI1	A0A6Q8PGI1_HUMAN	CALD1
C9J813	C9J813_HUMAN	CALD1
C9JE79	C9JE79_HUMAN	CALD1
C9JEK3	C9JEK3_HUMAN	CALD1
E7EX44	E7EX44_HUMAN	CALD1
E9PGZ1	E9PGZ1_HUMAN	CALD1
F8WE61	F8WE61_HUMAN	CALD1
Q05DR4	Q05DR4_HUMAN	CALD1
Q6P707	Q6P707_HUMAN	CALD1
Q6PJM5	Q6PJM5_HUMAN	CALD1
Q9NYG1	Q9NYG1_HUMAN	CALD1 hCG_17453
Q8IU85	KCC1D_HUMAN	CAMK1D CAMKID
A0A087WUR6	A0A087WUR6_HUMAN	CAMK1D
Q5SQQ7	Q5SQQ7_HUMAN	CAMK1D hCG_1811212
Q96NX5	KCC1G_HUMAN	CAMK1G CLICK3 VWS1
A0A494C109	A0A494C109_HUMAN	CAMK1G
C9IYV2	C9IYV2_HUMAN	CAMK1G
Q13557	KCC2D_HUMAN	CAMK2D CAMKD
D6R938	D6R938_HUMAN	CAMK2D hCG_22679
E9PBG7	E9PBG7_HUMAN	CAMK2D
E9PF82	E9PF82_HUMAN	CAMK2D
H0Y9C2	H0Y9C2_HUMAN	CAMK2D
H0Y9J2	H0Y9J2_HUMAN	CAMK2D
Q4G1A8	Q4G1A8_HUMAN	CAMK2D
Q8N5S9	KKCC1_HUMAN	CAMKK1 CAMKKA
J3KPJ3	J3KPJ3_HUMAN	CAMKK1
Q7Z624	CMKMT_HUMAN	CAMKMT C2orf34 CLNMT
A0A0C4DGY0	A0A0C4DGY0_HUMAN	CAMKMT
B5MC16	B5MC16_HUMAN	CAMKMT
B5MC79	B5MC79_HUMAN	CAMKMT
H7C2N4	H7C2N4_HUMAN	CAMKMT
H7C2T0	H7C2T0_HUMAN	CAMKMT
H7C3B0	H7C3B0_HUMAN	CAMKMT
Q5T5Y3	CAMP1_HUMAN	CAMSAP1
B7ZLW1	B7ZLW1_HUMAN	CAMSAP1
Q08AD1	CAMP2_HUMAN	CAMSAP2 CAMSAP1L1 KIAA1078
H0Y4Z1	H0Y4Z1_HUMAN	CAMSAP2
H0YE13	H0YE13_HUMAN	CAMSAP2
Q9Y6Y1	CMTA1_HUMAN	CAMTA1 KIAA0833 MSTP023
A0A0C4DGL0	A0A0C4DGL0_HUMAN	CAMTA1
G3V297	G3V297_HUMAN	CAMTA1
H0YJG5	H0YJG5_HUMAN	CAMTA1
H0YJK7	H0YJK7_HUMAN	CAMTA1
H0YJR7	H0YJR7_HUMAN	CAMTA1
H0YJV1	H0YJV1_HUMAN	CAMTA1
H0YJY7	H0YJY7_HUMAN	CAMTA1
Q7Z7P1	Q7Z7P1_HUMAN	CAMTA1
Q9UMQ6	CAN11_HUMAN	CAPN11
E9PIX3	E9PIX3_HUMAN	CAPN11
E9PQZ4	E9PQZ4_HUMAN	CAPN11
O75808	CAN15_HUMAN	CAPN15 SOLH
A0A1B0GVE3	A0A1B0GVE3_HUMAN	CAPN15
H3BR03	H3BR03_HUMAN	CAPN15
H3BT55	H3BT55_HUMAN	CAPN15
H3BTS4	H3BTS4_HUMAN	CAPN15
P17655	CAN2_HUMAN	CAPN2 CANPL2
C9JWY7	C9JWY7_HUMAN	CAPN2
O15484	CAN5_HUMAN	CAPN5 NCL3
A0A140VKH4	A0A140VKH4_HUMAN	CAPN5 hCG_41870
A0A3B3IRX8	A0A3B3IRX8_HUMAN	CAPN5
E7EV01	E7EV01_HUMAN	CAPN5
E9PS73	E9PS73_HUMAN	CAPN5
A6NHC0	CAN8_HUMAN	CAPN8 NCL2
A3QK36	A3QK36_HUMAN	CAPN8
B1B154	B1B154_HUMAN	CAPN8
H0YDN4	H0YDN4_HUMAN	CAPN8 hCG_2036808
H0YEJ4	H0YEJ4_HUMAN	CAPN8
H0YEQ4	H0YEQ4_HUMAN	CAPN8
P47756	CAPZB_HUMAN	CAPZB
A0A6I8PIH4	A0A6I8PIH4_HUMAN	CAPZB
A0A6I8PIN8	A0A6I8PIN8_HUMAN	CAPZB
A0A6I8PRV6	A0A6I8PRV6_HUMAN	CAPZB
B1AK85	B1AK85_HUMAN	CAPZB
B1AK87	B1AK87_HUMAN	CAPZB
B1AK88	B1AK88_HUMAN	CAPZB hCG_41078
Q7L4N0	Q7L4N0_HUMAN	CAPZB
Q9BWT7	CAR10_HUMAN	CARD10 CARMA3
B0QYC3	B0QYC3_HUMAN	CARD10
B0QYC4	B0QYC4_HUMAN	CARD10
Q17RA1	Q17RA1_HUMAN	CARD10
Q9BXL6	CAR14_HUMAN	CARD14 CARMA2
A0A3B3ITQ9	A0A3B3ITQ9_HUMAN	CARD14
A0A494BZY0	A0A494BZY0_HUMAN	CARD14
A0A494C0J4	A0A494C0J4_HUMAN	CARD14
A0A494C199	A0A494C199_HUMAN	CARD14
A0A494C1N2	A0A494C1N2_HUMAN	CARD14
I3L1Z7	I3L1Z7_HUMAN	CARD14
I3L3F1	I3L3F1_HUMAN	CARD14
I3L414	I3L414_HUMAN	CARD14 hCG_28572
Q9H257	CARD9_HUMAN	CARD9
A0A024R8F1	A0A024R8F1_HUMAN	CARD9 hCG_2022361
A0A024R8I4	A0A024R8I4_HUMAN	CARD9 hCG_2022361
A0A286YFD5	A0A286YFD5_HUMAN	CARD9
Q8WXE0	CSKI2_HUMAN	CASKIN2 KIAA1139
J3QKS3	J3QKS3_HUMAN	CASKIN2
J3QRN1	J3QRN1_HUMAN	CASKIN2
P31415	CASQ1_HUMAN	CASQ1 CASQ
C9JAC8	C9JAC8_HUMAN	CASQ1
O14958	CASQ2_HUMAN	CASQ2
L8EC86	L8EC86_HUMAN	CASQ2
P41180	CASR_HUMAN	CASR GPRC2A PCAR1
A0A1X7SBX3	A0A1X7SBX3_HUMAN	CASR
B6VB31	B6VB31_HUMAN	CASR
Q2F3K1	Q2F3K1_HUMAN	CASR
Q2F3K2	Q2F3K2_HUMAN	CASR
Q2F3K3	Q2F3K3_HUMAN	CASR
Q2F3K4	Q2F3K4_HUMAN	CASR
Q2F3K5	Q2F3K5_HUMAN	CASR
Q2F3K6	Q2F3K6_HUMAN	CASR
Q86UN7	Q86UN7_HUMAN	CASR
Q8WTX7	CAST1_HUMAN	CASTOR1 GATSL3
B7WPJ3	B7WPJ3_HUMAN	CASTOR1
F2Z2C1	F2Z2C1_HUMAN	CASTOR1
F2Z3I9	F2Z3I9_HUMAN	CASTOR1
F8WD52	F8WD52_HUMAN	CASTOR1
H7C2U7	H7C2U7_HUMAN	CASTOR1
Q86V15	CASZ1_HUMAN	CASZ1 CST SRG ZNF693
K7EQC6	K7EQC6_HUMAN	CASZ1
Q5SY80	CTSRE_HUMAN	CATSPERE C1orf101
B1AQM6	B1AQM6_HUMAN	CATSPERE
Q9ULV8	CBLC_HUMAN	CBLC CBL3 RNF57
A0A2R8Y647	A0A2R8Y647_HUMAN	CBLC
O75828	CBR3_HUMAN	CBR3
Q9BRT8	CBWD1_HUMAN	CBWD1
A0A087WTC0	A0A087WTC0_HUMAN	CBWD1
A0A087WU37	A0A087WU37_HUMAN	CBWD1
A0A087WVU7	A0A087WVU7_HUMAN	CBWD1
A0A087WWK6	A0A087WWK6_HUMAN	CBWD1
A0A087WY70	A0A087WY70_HUMAN	CBWD1
A0A087WZQ3	A0A087WZQ3_HUMAN	CBWD1
A0A087X0Y9	A0A087X0Y9_HUMAN	CBWD1
A0A087X140	A0A087X140_HUMAN	CBWD1
A0A087X1Y1	A0A087X1Y1_HUMAN	CBWD1
A0A0B4J1T6	A0A0B4J1T6_HUMAN	CBWD1
F2Z2T4	F2Z2T4_HUMAN	CBWD1
Q5JTY5	CBWD3_HUMAN	CBWD3
A0A087WWG3	A0A087WWG3_HUMAN	CBWD3
A0A087WYD2	A0A087WYD2_HUMAN	CBWD3
A0A0A0MRU4	A0A0A0MRU4_HUMAN	CBWD3
Q5RIA9	CBWD5_HUMAN	CBWD5
A0A0A6YYH9	A0A0A6YYH9_HUMAN	CBWD5
E7EUZ7	E7EUZ7_HUMAN	CBWD5
F2Z3P0	F2Z3P0_HUMAN	CBWD3 CBWD5
H0Y857	H0Y857_HUMAN	CBWD5
